id,type,titre,titre_original,annee,note,genre,pays,realisateur,duree,nb_saisons,nb_episodes,statut,description
255,SERIE,Cocomelon,Cocomelon,2021,4.9,ANIMATION,United States,Non specifie,,3,45,ANNULEE,"Learn letters, numbers, animal sounds and more with J.J. in this edutaining series that brings fun times with nursery rhymes for the whole family!"
256,SERIE,Trotsky,Trotsky,2017,6.9,DRAME,Russia,Non specifie,,1,21,EN_COURS,The complex historical figure of Leon Trotsky comes to life in this epic biography that depicts the tumultuous life of the Russian revolutionary.
257,SERIE,Mighty Morphin Alien Rangers,Mighty Morphin Alien Rangers,1996,6.0,ANIMATION,Inconnu,Non specifie,,1,21,TERMINEE,Visitors arrive from space to help Red Ranger and his squad – temporarily stripped of their powers – fight against Lord Zedd and Rita Repulsa.
258,FILM,From One Second to the Next,From One Second to the Next,2013,5.3,DOCUMENTAIRE,United States,Werner Herzog,35,,,,Werner Herzog chronicles the devastating consequences of texting and driving. The film examines how lives can be forever altered by a trivial text.
259,FILM,The Woman in the Window,The Woman in the Window,2021,8.2,THRILLER,United States,Joe Wright,102,,,,"Confined to her home by agoraphobia, a psychologist becomes obsessed with her new neighbors — and solving a brutal crime she witnesses from her window."
260,FILM,Afterschool,Afterschool,2008,5.6,DRAME,United States,Antonio Campos,107,,,,"When a prep school loner films two classmates overdosing on cocaine, his footage plays a role in the emotional fallout within the school community."
261,SERIE,Selection Day,Selecshan Day,2018,9.3,DRAME,India,Non specifie,,1,12,ANNULEE,Two teen cricket prodigies struggle against their overbearing father and a system stacked against them to realize their own ambitions and identities.
262,FILM,Tallulah,Tallulah,2016,4.6,DRAME,United States,Sian Heder,112,,,,"While searching for her ex-boyfriend, a young drifter impulsively kidnaps a baby from a neglectful mother and pretends the child is her own."
263,SERIE,Yu-Gi-Oh! Arc-V,Yu-Gi-Oh! Arc-B,2015,5.6,ANIMATION,Japan,Non specifie,,2,38,EN_COURS,"Now that he's discovered the Pendulum Summoning technique, Yuya's dream of becoming the greatest ""dueltainer"" is in reach – but it won't be easy!"
264,FILM,Terminator 3: Rise of the Machines,Terminator 3: Rise of the Machines,2003,5.2,SF,United States,Jonathan Mostow,109,,,,"Ten years after John Connor saved Earth from Judgment Day, he encounters T-X, a robotic assassin ordered to finish what T-1000 started."
265,FILM,Jack of all Trades,Jack of all Trades,2018,6.2,DOCUMENTAIRE,Canada,Harvey Glazer,86,,,,"Once upon a time, baseball cards were as much an American pastime as the sport. But then scandal rocked the multi-million-dollar industry for good."
266,FILM,Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,2007,9.2,HORREUR,United States,Tim Burton,116,,,,"After being falsely imprisoned, a vengeful murderer covers his tracks by enlisting the help of a baker whose meat pies become the toast of London."
267,SERIE,Marvel's Luke Cage,Marvel's Luke Cage,2018,5.6,ACTION,United States,Non specifie,,2,20,TERMINEE,"A hoodie-wearing, unbreakable ex-con fights to clear his name and save his neighborhood. He wasn't looking for a fight, but the people need a hero."
268,SERIE,Churchill’s Secret Agents: The New Recruits,Churchill’s Secret Agents: The New Recruits,2018,9.6,DRAME,United Kingdom,Non specifie,,1,10,ANNULEE,"In this history-steeped reality series, 14 contestants undergo the same rigorous four-day selection process as Britain's top-secret World War II spies."
269,FILM,The Forest,The Forest,2016,9.6,HORREUR,United States,Jason Zada,93,,,,"A young woman conducts a search for her twin sister, who disappeared in a notorious area of Japan known as the Suicide Forest."
270,FILM,Y.M.I.: Yeh Mera India,Y.M.I.: Yeh Mara India,2008,5.3,DRAME,India,N. Chandra,137,,,,"The lives of a middle-aged soap opera addict, an ambitious career woman, a fervent activist and nine others from different walks of Indian life intersect in Mumbai. But this vibrant melting pot threatens to bubble over with bias and bigotry."
271,FILM,Night Moves,Night Moves,2013,3.7,THRILLER,United States,Kelly Reichardt,113,,,,A pair of young environmentalists enlist the help of an ex-military explosives expert to carry out a dangerous act of eco-terrorism.
272,FILM,Chef,Chef,2014,8.7,COMEDIE,United States,Jon Favreau,115,,,,"After igniting a Twitter war with a well-known culinary critic, a Los Angeles chef packs his knives, heads home to Miami and opens a food truck."
273,FILM,Love Per Square Foot,Love Par Square Foot,2018,3.7,ROMANCE,India,Anand Tiwari,133,,,,"Individually, bank employees Sanjay and Karina don't earn enough to be able to buy a home, so they decide to enter into a marriage of convenience."
274,FILM,Watchman,Watchman,2019,9.2,COMEDIE,India,A. L. Vijay,93,,,,"Rushing to pay off a loan shark, a young man breaks into a bungalow to steal the cash, unprepared for the dog standing guard – or the trouble inside."
275,FILM,JJ+E,JJ+E,2021,3.1,ROMANCE,Inconnu,Alexis Almström,91,,,,"Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?"
276,FILM,"El Pepe, a Supreme Life","El Pepe, a Supreme Life",2018,4.0,DOCUMENTAIRE,Argentina,Emir Kusturica,73,,,,"In this intimate documentary, former Uruguayan President José ""Pepe"" Mujica talks about lessons he learned while in prison, his ideals and the future."
277,FILM,Time Out,Time Out,2015,8.9,DRAME,India,Rikhil Bahadur,98,,,,"Raised in the privileged bubble of Delhi's elite, a teen is compelled to question his outlook on life and love when his older brother comes out as gay."
278,SERIE,Tijuana,Tijuana,2019,9.6,DRAME,Mexico,Non specifie,,1,8,TERMINEE,"When a prominent politician is murdered, the intrepid journalists of Frente Tijuana risk their lives to uncover the truth."
279,SERIE,Sleepless Society: Two Pillows & A Lost Soul,Sleepless Society: Two Pillows & A Lost Soul,2020,8.3,DRAME,Thailand,Sivaroj Kongsakul,,1,14,TERMINEE,A motivational speaker about to divorce her abusive husband wakes up from a wild party one morning to find a dead body.
280,FILM,My Octopus Teacher,My Octopus Teacher,2020,7.2,DOCUMENTAIRE,South Africa,Pippa Ehrlich,86,,,,"A filmmaker forges an unusual friendship with an octopus living in a South African kelp forest, learning as the animal shares the mysteries of her world."
281,SERIE,The Pharmacist,The Pharmacist,2020,5.7,DRAME,United States,Julia Willoughby Nason,,1,8,TERMINEE,"After his son's tragic death, a Louisiana pharmacist goes to extremes to expose the rampant corruption behind the opioid addiction crisis."
282,SERIE,Secrets of Great British Castles,Secrets of Great British Castles,2016,8.8,DRAME,United Kingdom,Non specifie,,2,46,TERMINEE,Join historian Dan Jones on a journey back in time to the zenith of Britain's most iconic structures and their infamous inhabitants.
283,SERIE,12 Years Promise,12 Yeals Plomise,2014,9.5,ROMANCE,South Korea,Non specifie,,1,21,ANNULEE,"A pregnant teen is forced by her family to leave her boyfriend and assume a new identity in America, but 12 years later, the couple reunites in Korea."
284,FILM,Sayed the Servant,Sayed the Servant,1985,3.2,COMEDIE,Inconnu,Hussein Kamal,173,,,,"While running from the law, Sayed begins to work as a house servant to a wealthy family, whose divorced daughter enlists his help in a marriage scheme."
285,SERIE,Glimpses of a Future,Glimpses of a Future,2020,3.5,DRAME,Inconnu,Non specifie,,1,15,EN_COURS,"This docuseries celebrates the virtual collaborations between a group of artists, dancers and writers from around the world during the pandemic."
286,FILM,Creating The Queen's Gambit,Creating The Queen's Gambit,2021,8.1,DOCUMENTAIRE,United States,Non specifie,14,,,,"A fascinating character. Exquisite sets. A wig for every era. The stars, creators and crew reveal how the hit series about a chess prodigy came to life."
287,FILM,A truthful Mother,A trudhful Modhar,2020,6.0,DRAME,India,Ravishankar Venkateswaran,85,,,,"Facing a drought, a hungry tiger and a noble cow have an extraordinary encounter in this fable based on a children’s book and a Kannada folk song."
288,SERIE,High Seas,Jigj Seas,2020,3.7,DRAME,Spain,Non specifie,,3,27,TERMINEE,Two sisters discover disturbing family secrets after a string of mysterious deaths occur on a luxury ship traveling from Spain to Brazil in the 1940s.
289,FILM,Ethirmarai,Edhirmarai,2018,4.1,THRILLER,India,Non specifie,91,,,,"While investigating a brutal string of deaths, a detective begins to suspect that mind control may have played a part in the murders."
290,FILM,ChuChuTV Bedtime Stories & Moral Stories for Kids (Hindi),ChuChuTV Bedtime Stories & Moral Stories for Kids (Hindi),2019,5.0,DRAME,Inconnu,Non specifie,56,,,,"In this collection of stories, ChuChu and her pals meet a man in need, Chiku must change a bad habit and ChaCha gets a lesson in management."
291,FILM,Manhunt,Manhunt,2017,3.2,ACTION,China,John Woo,109,,,,A Chinese pharmaceutical lawyer framed for a vile crime teams up with a sharp-witted Japanese detective to stop a dangerous corporate plot.
292,FILM,Ip Man,Ip Man,2008,5.2,ACTION,Hong Kong,Wilson Yip,107,,,,"An occupying Japanese general challenges Chinese men to duels to prove the superiority of the Japanese, but Ip Man refuses to fight – at first."
293,FILM,Naam Shabana,Naam Shabana,2017,3.4,ACTION,India,Shivam Nair,141,,,,"A fiery young woman accepts help from a spy agency to avenge her lover's murder. In return, she must prove herself as one of their top recruits."
294,SERIE,Alice in Borderland,Arice in Borderrand,2020,5.4,ACTION,Japan,Non specifie,,1,19,EN_COURS,"An aimless gamer and his two friends find themselves in a parallel Tokyo, where they're forced to compete in a series of sadistic games to survive."
295,SERIE,Bureau of Magical Things,Bureau of Magical Things,2020,4.7,ANIMATION,Australia,Non specifie,,1,19,ANNULEE,"When a teen accidentally discovers an enchanted realm, she becomes the only one able to unite the human and magical worlds – and save both from evil."
296,SERIE,Cooking on High,Cooking on High,2018,7.6,DRAME,United States,Non specifie,,1,11,EN_COURS,"In the first-ever competitive cannabis cooking show, two chefs prepare mouthwatering marijuana-infused dishes for a panel of very chill celeb judges."
297,FILM,Super Nani,Supar Nani,2014,4.2,COMEDIE,India,Indra Kumar,127,,,,"A loving, concerned American grandson travels to Mumbai to rescue his unappreciated grandmother from her drudgery and fulfill her true potential."
298,SERIE,Gabru: Hip Hop Revolution,Gabru: Hip Hop Revolushan,2018,7.1,DRAME,India,Non specifie,,1,18,ANNULEE,"Three young, aspiring Indian rappers make their way in a cutthroat music industry, dreaming of fame, stardom and ultimate hip-hop domination ."
299,FILM,The 3rd Eye,Te 3rd Eye,2018,7.6,HORREUR,Indonesia,Rocky Soraya,108,,,,"When her little sister claims she sees the dead, Alia consults a psychic, who opens her own eyes to the vengeful ghosts haunting their childhood home."
300,FILM,Head Count,Head Count,2018,6.4,HORREUR,United States,Elle Callahan,90,,,,A group of college students on a weekend getaway accidentally summon a supernatural entity intent on using them for its deadly ritual.
